Male,Asian,White,Black,top,right,bottom,left
0.6559687477679748,0.9698576096010119,0.020142723538317003,0.008092776735960672,701,1728,808,1620
0.550890422315158,0.932459517477534,0.07870969119885268,0.004434138170070556,693,1479,783,1390
0.42821072818226774,0.973946469558833,0.020911254231116956,0.004338650654904501,445,912,534,822
0.4477870972693192,0.9873575262119499,0.025643831647703213,0.004687027930248661,703,912,793,822
0.20219748133722482,0.8697416463261419,0.10606988801179479,0.0008895892387144799,453,1166,528,1091
0.4552500051775507,0.9541072816517401,0.07784559056013589,0.004265356317717464,703,1947,793,1857
0.9720107768970776,0.917311775260994,0.11608947119331109,0.007018391407622129,524,265,614,175
0.8741838561595505,0.9253074146234939,0.01309833365120733,0.03135694073228041,484,2166,574,2076
0.21996107579614146,0.9587063035705317,0.10194612622275621,0.0018468835076605866,454,643,544,554
0.289693222391539,0.9728047132188886,0.03370982728366437,0.005928045260741437,689,1238,797,1130
0.18541671135780574,0.9214050310403451,0.1160603315138411,0.0012247201494654605,514,1907,604,1818
0.3000221037367292,0.9606502914771898,0.04070813009455509,0.0013139024753173756,693,633,783,544
0.27777301056252035,0.9502030214225972,0.054165852364055356,0.001110390341509368,445,1409,534,1320
0.4866784814490621,0.9485318472973117,0.12917597833500516,0.0007449360891012469,445,1658,534,1569
0.7119553503188729,0.7116640361125911,0.09972025831262488,0.0036007549160322534,415,394,504,305
