Male,Asian,White,Black,top,right,bottom,left
0.9928040168021116,0.07060491185860715,0.7903669816387141,0.0030829984980911165,268,78,320,26
0.965632488035024,0.001890875033439054,0.91362270727969,0.023914661663528784,239,432,301,370
0.9791863572010265,0.0049486503589594956,0.6971925398685058,0.013169788932453633,214,199,257,156
0.9329762498598548,0.0020133526611858855,0.7238668357468131,0.025370956011087013,213,619,287,544
0.9663649351369074,0.016447314371223803,0.005725653750318275,0.7628264567096015,280,325,331,273
0.9898037550129346,0.03542808325671835,0.9495443185018084,0.001566381250962975,247,275,290,232
