Male,Asian,White,Black,top,right,bottom,left
0.9896789183630098,0.004388820277911534,0.8856752278247373,0.013190356914167487,170,180,214,136
0.3341684965853236,0.0291964301616087,0.9156826823505541,0.0020787467308353196,228,703,271,660
0.1013472821447944,0.003954977594506454,0.9936519444362442,0.0029820801377365195,250,173,286,137
0.01216298477116434,0.013903466834669838,0.9026005139818771,0.003968556435637511,185,655,228,612
0.20174689255738046,0.0035371042425348365,0.998118128362639,0.003350194148606021,55,88,98,45
0.03812010334336298,0.011282547499929957,0.634812917640296,0.03347672928233992,242,585,278,549
0.973930542533439,0.014357406862191181,0.20423286119038517,0.03547563500235194,367,708,410,664
0.04830266652302803,0.011216043278355377,0.6386485892920591,0.007817680024417052,358,213,401,170
0.9884146026592341,0.3566982166513417,0.6627668590025546,0.006750888534595102,108,175,151,132
0.9599604410467081,0.0009496552392900454,0.9184099543855383,0.0021891807350115813,79,304,122,261
0.9763786903022882,0.013724842621872764,0.9764233543816652,0.005187830216022715,44,429,95,377
0.06190702208735881,0.013697452932274994,0.9841069354423354,0.001099428471615486,38,777,74,741
0.04332465428313048,0.021048670288264862,0.13851007431097043,0.15302884525699886,291,268,343,216
0.9383604215237261,0.04556645355290469,0.9683211642180123,0.00220773191030045,78,510,130,458
0.9875528983358776,0.005541330510848166,0.9884458730626549,0.00957922538962591,319,103,362,59
0.9883554399119128,0.10844879422503374,0.915816652777083,0.009766526136886892,2,725,38,689
0.7871425749839167,0.0024615040331304448,0.7767433274628305,0.0010359157201342136,32,682,84,631
0.5146921690610256,0.04490203038223779,0.9061644589986789,0.001515446380193071,102,589,138,553
0.9040452432783954,0.3205151090141195,0.014769239088791344,0.26716135319691897,70,249,106,213
0.9450302357994477,0.004243060887104389,0.9729188622813821,0.009164597056175576,122,653,158,617
